customer_id,age,gender,location,income_level,education_level,platform,likes_received,comments_posted,shares,time_spent_per_week,click_through_rate,average_order_value,frequency_of_purchases,discounts_used,cart_abandonment_rate,search_trends_index,seasonal_effect,competitor_offers,sentiment_score,customer_support_queries,response_time,campaign_id,marketing_channel,ad_spent,conversion_rate,ROI,customer_response
CUST_2405,62,Female,USA,Medium,PhD,Twitter,901,284,22,10.06,34.32,231.97,22,0,21.0,85.05,Winter,1,0.19,6,107,CAMPAIGN_8,Email,714.75,26.51,123.72,0
CUST_2406,44,Female,USA,High,Bachelor's,LinkedIn,782,212,4,18.61,71.63,108.54,15,0,65.51,16.2,Holiday,0,-0.97,8,24,CAMPAIGN_8,Email,4626.8,13.32,134.33,0
CUST_2407,46,Male,Canada,High,Bachelor's,LinkedIn,552,126,153,44.26,71.47,154.27,1,0,71.42,48.21,Holiday,1,0.58,0,46,CAMPAIGN_12,TV Ads,6578.51,0.69,48.62,0
CUST_2408,36,Other,UK,High,Master's,Instagram,37,162,168,26.93,77.46,190.37,19,0,49.3,76.46,Holiday,0,-0.24,10,94,CAMPAIGN_8,Social Media,619.98,79.87,-16.91,0
CUST_2409,18,Other,Canada,Low,Master's,Facebook,571,433,110,45.04,3.71,285.8,29,0,5.99,80.03,Summer,1,0.33,2,26,CAMPAIGN_1,Google Ads,5095.46,56.48,117.54,0
CUST_2410,23,Other,Germany,Medium,Bachelor's,LinkedIn,14,467,135,23.92,12.47,290.38,28,0,75.37,10.53,Winter,0,-0.37,18,26,CAMPAIGN_13,TV Ads,2859.74,96.78,84.87,0
CUST_2411,64,Female,India,High,High School,Facebook,285,281,106,45.3,89.61,267.71,27,0,94.32,70.25,None,0,0.42,9,23,CAMPAIGN_2,TV Ads,8513.37,97.55,164.87,1
CUST_2412,58,Other,India,Medium,PhD,Facebook,527,167,1,49.44,28.88,465.03,18,1,42.22,57.86,Winter,1,0.73,18,50,CAMPAIGN_10,Google Ads,5160.76,22.91,48.99,0
CUST_2413,48,Female,USA,Low,PhD,Facebook,532,136,125,20.03,99.21,151.12,23,0,44.82,63.37,Summer,1,-0.72,16,18,CAMPAIGN_3,TV Ads,1454.21,4.17,57.32,0
CUST_2414,39,Female,Canada,Low,Master's,Facebook,389,257,230,9.37,20.0,400.01,15,0,69.91,28.44,Holiday,0,0.0,11,61,CAMPAIGN_18,Email,9405.5,64.29,111.82,0
CUST_2415,19,Female,India,High,Bachelor's,Twitter,756,411,1,20.31,63.98,352.51,7,0,7.72,10.54,Holiday,0,0.44,0,76,CAMPAIGN_18,Email,5505.65,76.44,-28.5,1
CUST_2416,48,Male,USA,Low,Master's,Instagram,32,437,239,29.42,41.54,135.25,20,0,59.29,75.5,Winter,1,0.78,7,6,CAMPAIGN_9,Google Ads,5320.91,13.38,1.6,0
CUST_2417,25,Male,Germany,High,Master's,LinkedIn,297,347,147,16.46,66.72,94.98,29,0,89.91,5.0,Summer,1,-0.45,13,9,CAMPAIGN_10,Email,3892.11,50.22,63.3,0
CUST_2418,38,Other,India,Low,High School,Twitter,417,88,108,35.65,30.48,343.3,21,0,25.08,22.43,None,1,0.99,13,9,CAMPAIGN_18,Google Ads,5959.85,26.61,-14.51,0
CUST_2419,21,Male,India,Low,High School,Facebook,193,358,99,30.88,97.13,187.24,15,1,88.12,17.09,None,1,-0.38,3,72,CAMPAIGN_10,Social Media,6420.04,41.69,65.62,0
CUST_2420,43,Other,India,Low,Master's,Twitter,332,232,285,27.82,58.15,496.0,15,0,37.25,51.5,Summer,0,0.0,0,84,CAMPAIGN_12,Email,748.45,42.77,-40.91,0
CUST_2421,61,Other,Canada,High,PhD,Instagram,556,298,110,44.14,4.46,197.34,15,0,91.71,37.58,Winter,0,0.97,16,84,CAMPAIGN_9,TV Ads,1189.9,19.63,180.29,0
CUST_2422,47,Female,UK,High,High School,Instagram,922,63,176,38.81,86.76,73.45,2,1,64.42,83.29,None,1,0.97,19,39,CAMPAIGN_20,Email,7028.29,73.34,143.31,1
CUST_2423,38,Female,Canada,High,Master's,Facebook,402,126,185,14.83,62.93,371.78,3,1,11.84,32.79,Winter,1,-0.8,9,73,CAMPAIGN_5,Email,5884.75,76.98,170.38,0
CUST_2424,38,Other,USA,High,Master's,Twitter,902,312,102,46.06,43.01,493.06,27,1,2.6,99.77,Summer,0,0.63,12,46,CAMPAIGN_16,Social Media,375.88,34.84,149.02,0
CUST_2425,63,Male,Canada,Medium,Master's,Facebook,961,393,50,31.46,92.84,320.98,19,0,32.5,99.87,Holiday,1,-0.8,13,32,CAMPAIGN_12,Email,8526.07,4.52,43.74,0
CUST_2426,57,Female,UK,Medium,PhD,Twitter,240,142,215,41.99,12.95,24.86,8,0,26.3,59.56,Holiday,1,-0.83,8,4,CAMPAIGN_11,Google Ads,6534.41,80.2,142.94,0
CUST_2427,36,Female,USA,High,Bachelor's,Instagram,437,68,90,39.78,65.17,138.28,16,1,65.64,56.12,None,1,0.97,2,74,CAMPAIGN_7,Email,8732.78,29.04,132.95,1
CUST_2428,41,Female,Canada,Low,Master's,Instagram,597,210,106,4.1,44.39,156.95,27,0,34.85,64.81,Summer,0,-0.2,16,42,CAMPAIGN_20,Google Ads,425.27,47.79,83.27,0
CUST_2429,37,Male,India,Low,High School,Facebook,259,130,160,3.06,59.81,227.29,19,1,47.42,72.74,Winter,1,0.39,19,37,CAMPAIGN_10,Google Ads,8547.74,15.5,176.48,0
CUST_2430,28,Female,Germany,Low,PhD,Instagram,182,231,91,9.67,87.93,279.26,21,0,3.28,93.49,Summer,1,0.69,0,99,CAMPAIGN_8,Email,7691.4,90.5,-46.15,1
CUST_2431,43,Other,UK,Low,Master's,Instagram,593,215,169,9.34,19.13,365.78,4,1,91.88,56.28,Winter,1,-0.65,16,42,CAMPAIGN_16,Email,9176.21,92.54,28.78,0
CUST_2432,49,Male,USA,High,PhD,Instagram,444,497,11,30.29,11.44,177.37,2,0,49.81,64.02,None,1,-0.8,18,111,CAMPAIGN_20,TV Ads,3943.36,61.3,-32.37,0
CUST_2433,33,Male,Canada,High,PhD,LinkedIn,384,167,87,34.92,28.89,275.75,2,0,95.26,18.69,Holiday,0,0.96,9,9,CAMPAIGN_7,Social Media,6045.4,73.99,125.12,0
CUST_2434,26,Male,USA,Low,Master's,Instagram,247,33,194,17.5,23.42,207.13,24,1,17.55,32.99,Summer,1,0.73,6,71,CAMPAIGN_1,TV Ads,4061.71,71.04,73.42,0
CUST_2435,22,Other,Canada,Low,High School,Twitter,143,284,254,37.2,29.74,115.76,22,0,29.47,21.88,Winter,1,-0.77,16,35,CAMPAIGN_10,Email,8854.64,58.11,186.1,0
CUST_2436,42,Male,USA,Low,Master's,Instagram,421,119,11,9.93,99.15,330.78,26,1,82.04,89.24,Holiday,1,-0.91,8,110,CAMPAIGN_6,Email,4755.53,90.92,134.4,0
CUST_2437,54,Male,UK,High,PhD,Twitter,587,327,173,1.43,87.66,34.92,12,0,61.22,13.04,Summer,1,-0.84,8,18,CAMPAIGN_2,Social Media,8002.93,58.79,96.06,0
CUST_2438,48,Male,Germany,High,Master's,Facebook,955,307,258,27.56,74.15,164.1,23,0,15.96,96.67,Summer,1,0.19,18,89,CAMPAIGN_17,TV Ads,7509.97,27.07,137.69,1
CUST_2439,35,Female,Germany,High,Bachelor's,Instagram,355,451,105,24.22,94.46,127.95,15,0,66.8,48.67,None,0,0.2,19,2,CAMPAIGN_11,Email,1805.65,93.48,51.93,1
CUST_2440,57,Female,USA,Low,PhD,Twitter,608,342,166,4.66,58.52,185.03,14,1,89.92,31.65,None,0,-0.79,17,25,CAMPAIGN_19,Social Media,7249.89,97.42,183.81,0
CUST_2441,31,Other,USA,High,PhD,Facebook,24,479,118,36.05,78.04,212.54,2,0,8.09,3.21,Summer,1,-0.39,9,58,CAMPAIGN_8,Social Media,7941.22,19.27,-18.26,0
CUST_2442,20,Other,Canada,High,Bachelor's,Facebook,263,488,95,9.78,7.39,284.78,19,1,8.82,62.34,Winter,1,-0.91,19,34,CAMPAIGN_16,TV Ads,9164.99,56.77,43.5,0
CUST_2443,60,Other,India,High,Bachelor's,Twitter,273,149,184,6.63,49.35,99.67,12,1,94.05,93.19,Holiday,1,0.47,0,3,CAMPAIGN_8,TV Ads,2248.68,85.7,-49.97,0
CUST_2444,34,Female,USA,High,Master's,Twitter,514,100,74,30.72,73.96,49.07,26,0,4.86,34.66,Summer,1,0.03,4,41,CAMPAIGN_2,Email,3261.25,90.24,63.78,1
CUST_2445,30,Male,UK,Medium,High School,Instagram,351,256,91,21.24,0.75,78.05,2,0,35.3,92.23,Winter,0,0.13,18,31,CAMPAIGN_16,Social Media,4309.07,58.82,102.5,0
CUST_2446,31,Female,Germany,Low,Bachelor's,Facebook,804,16,296,8.51,67.63,101.42,5,0,19.31,31.63,Holiday,0,0.4,5,3,CAMPAIGN_9,Email,6753.94,53.22,165.31,1
CUST_2447,56,Female,India,Low,PhD,LinkedIn,118,140,211,39.59,87.54,413.92,29,1,0.2,95.95,Winter,0,-0.4,19,62,CAMPAIGN_1,TV Ads,9065.66,79.15,71.29,0
CUST_2448,41,Other,UK,Low,PhD,Twitter,615,254,256,25.85,51.36,212.81,13,1,96.55,2.67,None,1,0.46,12,41,CAMPAIGN_15,Social Media,881.66,32.19,55.82,1
CUST_2449,39,Female,Germany,High,PhD,Facebook,671,39,90,9.74,83.42,308.94,24,1,92.88,47.45,Summer,0,0.45,16,63,CAMPAIGN_19,Email,7490.64,86.48,67.17,1
CUST_2450,19,Female,Canada,Low,Bachelor's,Instagram,52,433,57,44.87,58.46,26.86,21,1,37.42,22.76,Summer,1,-0.93,7,9,CAMPAIGN_18,TV Ads,3881.08,51.15,38.91,0
CUST_2451,56,Female,India,Medium,PhD,Twitter,607,19,154,9.72,46.96,369.07,16,0,56.17,27.02,Holiday,1,0.68,2,64,CAMPAIGN_13,Google Ads,9376.74,4.89,169.66,0
CUST_2452,34,Female,Germany,Low,High School,Twitter,167,133,5,24.12,56.96,443.16,15,0,9.58,3.87,Holiday,1,-0.42,17,51,CAMPAIGN_13,Social Media,9286.13,10.15,151.9,0
CUST_2453,30,Male,India,Low,High School,Twitter,314,265,241,42.47,19.89,439.74,9,0,10.79,41.23,Winter,1,0.87,5,52,CAMPAIGN_8,Email,7102.68,42.1,-11.97,0
CUST_2454,53,Other,USA,High,PhD,Twitter,822,152,27,16.97,11.33,396.12,13,1,81.71,9.12,Winter,1,-0.18,1,115,CAMPAIGN_16,Social Media,2394.9,24.92,76.54,0
CUST_2455,25,Other,Germany,Low,Bachelor's,Instagram,387,259,39,24.16,72.4,28.88,4,1,7.5,92.22,Holiday,1,0.95,0,111,CAMPAIGN_19,Google Ads,8775.37,41.5,147.25,1
CUST_2456,25,Female,USA,Low,High School,Instagram,572,272,193,1.81,46.75,36.0,26,0,99.68,85.61,None,1,-0.64,2,86,CAMPAIGN_10,TV Ads,1179.86,12.88,96.36,0
CUST_2457,25,Male,UK,Low,Bachelor's,Instagram,313,128,250,38.51,28.8,40.2,11,0,86.14,5.0,Winter,0,-0.69,11,104,CAMPAIGN_6,TV Ads,1667.44,92.2,66.8,0
CUST_2458,51,Male,India,High,High School,LinkedIn,897,450,278,5.36,70.68,383.28,14,1,24.3,65.37,Winter,1,-0.9,5,117,CAMPAIGN_3,Email,6525.63,26.82,-14.71,0
CUST_2459,20,Other,India,Medium,Bachelor's,Twitter,302,417,4,2.51,26.52,250.1,6,1,86.67,55.01,Holiday,1,0.68,0,90,CAMPAIGN_10,Email,9154.05,84.32,124.89,0
CUST_2460,38,Male,Germany,Medium,Master's,Instagram,262,139,224,1.76,76.5,90.81,3,1,55.77,52.23,Winter,1,-0.62,5,77,CAMPAIGN_9,TV Ads,7570.63,47.78,-2.78,0
CUST_2461,32,Male,Canada,Low,Bachelor's,Twitter,962,460,261,11.12,21.99,378.03,22,1,75.78,15.72,None,1,0.81,8,10,CAMPAIGN_20,Email,5711.29,61.63,-34.61,0
CUST_2462,25,Male,Germany,Medium,High School,LinkedIn,296,435,149,37.15,11.49,155.47,28,1,37.74,84.32,Holiday,0,0.82,9,96,CAMPAIGN_9,TV Ads,7271.95,35.64,-36.25,0
CUST_2463,42,Male,Canada,Medium,High School,LinkedIn,376,109,218,31.8,27.93,301.3,2,0,76.1,97.24,Summer,0,-0.82,3,29,CAMPAIGN_5,Google Ads,1191.35,32.75,84.39,0
CUST_2464,36,Other,Canada,High,High School,Twitter,685,226,197,49.25,44.89,83.82,24,0,59.88,83.92,Winter,0,-0.73,10,2,CAMPAIGN_8,Email,8999.27,35.84,-35.19,0
CUST_2465,22,Male,Canada,Low,High School,Twitter,748,432,237,42.57,49.23,453.44,4,0,19.93,9.15,None,0,-0.84,9,3,CAMPAIGN_7,TV Ads,396.37,13.98,-31.58,0
CUST_2466,28,Female,UK,Low,High School,Facebook,463,355,170,17.16,84.75,15.21,17,0,49.92,52.94,None,0,0.67,11,110,CAMPAIGN_4,TV Ads,7901.63,80.7,17.38,1
CUST_2467,60,Female,India,High,Bachelor's,Instagram,962,356,110,24.51,4.66,15.25,18,1,7.08,52.06,None,1,-0.48,13,63,CAMPAIGN_7,Email,4731.7,15.27,154.2,0
CUST_2468,53,Other,India,Medium,Master's,Twitter,428,408,274,12.34,67.69,221.06,8,1,92.38,42.76,Holiday,1,0.29,11,46,CAMPAIGN_20,Social Media,5968.64,8.89,27.96,0
CUST_2469,37,Female,Germany,High,PhD,LinkedIn,59,338,174,48.37,99.73,21.41,22,0,48.19,43.5,None,1,0.91,19,37,CAMPAIGN_17,Google Ads,7188.83,29.86,101.63,1
CUST_2470,34,Other,UK,Medium,PhD,LinkedIn,384,239,257,35.97,77.38,294.75,29,0,25.55,68.33,None,0,0.46,14,67,CAMPAIGN_17,Google Ads,5373.09,58.67,75.65,1
CUST_2471,43,Male,UK,High,Bachelor's,Twitter,228,29,132,39.35,20.65,230.7,29,0,92.68,26.16,Holiday,1,0.57,18,36,CAMPAIGN_10,Social Media,2561.83,47.01,-18.26,0
CUST_2472,23,Female,USA,Low,PhD,Facebook,580,75,114,39.98,97.38,30.32,9,0,86.44,7.36,Holiday,1,0.09,3,16,CAMPAIGN_10,Google Ads,3529.85,23.25,-21.2,1
CUST_2473,41,Female,Germany,High,Master's,Twitter,762,201,249,9.98,55.63,338.07,17,1,29.89,6.84,Holiday,1,-0.08,1,19,CAMPAIGN_5,TV Ads,1055.54,31.59,75.06,0
CUST_2474,22,Female,Canada,Low,Bachelor's,LinkedIn,400,39,47,44.12,43.73,497.69,24,1,72.46,80.75,Winter,0,-0.96,8,87,CAMPAIGN_13,TV Ads,3123.59,48.42,2.24,0
CUST_2475,55,Other,India,High,Bachelor's,Facebook,31,178,266,29.75,87.57,306.2,13,0,82.2,30.67,Summer,1,-0.85,3,105,CAMPAIGN_16,Email,2571.48,59.34,30.27,0
CUST_2476,62,Male,UK,Medium,Master's,Facebook,93,41,45,29.68,34.65,236.3,7,1,96.52,96.2,Winter,1,0.49,3,25,CAMPAIGN_10,Email,7134.07,19.9,54.67,0
CUST_2477,41,Male,Canada,High,Bachelor's,LinkedIn,9,356,253,43.48,0.1,242.67,7,0,68.87,16.71,None,1,-0.0,13,1,CAMPAIGN_15,Email,203.38,29.65,31.41,0
CUST_2478,45,Male,UK,High,PhD,LinkedIn,306,220,40,32.28,71.74,226.09,21,0,68.84,29.91,Holiday,0,0.97,5,22,CAMPAIGN_13,Google Ads,7056.24,69.86,135.94,1
CUST_2479,50,Female,UK,High,High School,Facebook,811,233,81,18.6,54.95,322.39,8,1,2.93,98.66,Holiday,1,-0.86,8,62,CAMPAIGN_15,TV Ads,7381.33,9.71,124.86,0
CUST_2480,64,Other,India,Low,High School,Twitter,949,397,92,33.23,79.7,305.86,5,0,49.82,18.08,Summer,1,-0.62,12,81,CAMPAIGN_5,Google Ads,3158.56,84.05,58.55,0
CUST_2481,54,Female,Germany,High,PhD,Instagram,299,353,190,14.47,3.61,338.29,26,0,41.79,52.54,Summer,0,-0.76,8,4,CAMPAIGN_17,TV Ads,7910.87,95.58,86.28,0
CUST_2482,37,Other,Germany,Medium,PhD,Facebook,656,364,106,42.71,97.45,52.18,18,1,80.66,67.03,None,0,0.34,2,61,CAMPAIGN_16,Google Ads,451.9,31.09,118.16,1
CUST_2483,43,Male,Canada,High,PhD,Twitter,183,189,212,15.86,6.07,442.5,16,0,47.57,46.92,Summer,0,0.95,1,110,CAMPAIGN_7,Email,369.2,66.38,50.16,0
CUST_2484,54,Female,Germany,Medium,PhD,Twitter,756,357,0,44.29,17.93,415.54,15,1,10.69,91.15,Winter,0,0.18,10,35,CAMPAIGN_14,Email,8043.19,7.32,192.62,0
CUST_2485,42,Male,India,High,Master's,Twitter,865,499,117,20.61,29.53,261.58,7,0,6.61,29.21,None,1,-0.94,19,87,CAMPAIGN_3,Google Ads,4616.16,7.3,124.67,0
CUST_2486,25,Other,Canada,High,PhD,Twitter,6,370,67,44.43,81.62,349.44,14,0,4.22,9.99,None,1,-0.32,12,28,CAMPAIGN_10,Social Media,1130.19,46.71,115.64,0
CUST_2487,61,Other,UK,Low,High School,Instagram,507,343,12,36.11,39.38,42.07,21,0,80.04,75.64,None,1,-0.11,9,57,CAMPAIGN_11,Google Ads,6378.12,85.86,7.46,0
CUST_2488,49,Other,India,High,Bachelor's,Twitter,919,144,88,32.39,55.42,261.79,16,1,93.75,56.12,Summer,0,0.48,18,69,CAMPAIGN_5,TV Ads,7813.24,41.57,171.46,1
CUST_2489,46,Female,UK,High,High School,Instagram,668,250,44,4.02,8.52,446.98,8,0,84.49,65.57,Winter,0,0.96,8,111,CAMPAIGN_15,Social Media,7940.97,82.49,166.93,0
CUST_2490,37,Other,Canada,High,High School,LinkedIn,581,21,298,48.34,17.23,318.62,17,1,82.67,6.72,None,1,0.07,13,16,CAMPAIGN_4,Email,1439.71,1.3,-15.21,0
CUST_2491,36,Other,Germany,Low,High School,Instagram,298,83,144,40.06,72.46,448.94,8,1,60.91,8.48,None,1,0.22,3,79,CAMPAIGN_4,Google Ads,3751.05,48.7,40.98,1
CUST_2492,58,Male,USA,Medium,Bachelor's,Instagram,199,334,291,22.59,23.46,175.08,27,0,11.81,50.27,Winter,0,-0.71,9,4,CAMPAIGN_6,Google Ads,6828.67,83.49,5.63,0
CUST_2493,40,Female,Canada,Medium,Bachelor's,Instagram,311,327,183,40.53,26.15,458.49,11,0,33.21,53.62,None,1,0.21,11,9,CAMPAIGN_18,Google Ads,1969.69,55.31,43.88,0
CUST_2494,19,Female,UK,High,Bachelor's,LinkedIn,314,306,279,19.14,63.1,318.94,24,0,86.58,46.64,Winter,1,-0.59,13,95,CAMPAIGN_3,Email,4683.44,72.24,-18.51,0
CUST_2495,18,Other,Canada,Medium,Bachelor's,Instagram,141,317,121,3.92,74.18,460.07,28,0,61.02,88.13,Summer,0,-0.23,19,86,CAMPAIGN_12,TV Ads,8762.5,87.09,24.3,0
CUST_2496,54,Female,Canada,Medium,Master's,Twitter,868,70,143,8.21,11.41,267.42,26,1,9.47,31.82,Winter,0,0.89,6,100,CAMPAIGN_5,Social Media,1560.01,50.75,86.17,0
CUST_2497,50,Male,Canada,Medium,High School,Facebook,715,426,75,38.07,83.9,473.43,7,1,71.95,87.83,Summer,1,0.97,3,107,CAMPAIGN_13,Email,5181.14,30.41,45.6,1
CUST_2498,19,Male,Germany,High,PhD,Twitter,893,59,255,10.75,4.15,250.4,28,1,86.52,61.04,Summer,1,0.65,16,39,CAMPAIGN_14,Email,8644.06,51.23,38.32,0
CUST_2499,18,Other,USA,High,Master's,Facebook,924,206,147,31.98,65.45,102.64,21,1,33.59,81.48,None,0,0.2,8,25,CAMPAIGN_15,Google Ads,3615.76,17.06,75.07,0
CUST_2500,54,Other,Canada,Medium,Master's,Instagram,849,105,44,40.8,37.94,154.91,26,0,12.8,3.06,Summer,1,-0.14,9,52,CAMPAIGN_5,Email,6983.11,57.56,56.58,0
CUST_2501,53,Female,Canada,Medium,Master's,LinkedIn,259,433,292,20.27,17.09,214.17,1,1,54.27,39.97,Winter,1,-0.95,2,111,CAMPAIGN_1,Google Ads,6173.44,2.16,-1.92,0
CUST_2502,25,Female,UK,Low,Master's,Twitter,570,436,281,38.63,25.07,90.77,26,1,76.97,52.18,Winter,0,-0.56,19,109,CAMPAIGN_7,Email,9813.35,8.11,196.7,0
CUST_2503,50,Other,Canada,Medium,PhD,Instagram,778,424,256,9.07,96.94,418.17,22,0,3.49,14.93,None,1,0.78,6,71,CAMPAIGN_19,TV Ads,7330.04,88.24,-47.21,1
CUST_2504,44,Male,India,Low,High School,Facebook,256,283,80,47.77,63.4,304.71,29,0,67.99,16.78,None,1,0.12,17,84,CAMPAIGN_10,TV Ads,8574.22,83.74,-18.09,1
CUST_2505,35,Other,Germany,High,Bachelor's,Twitter,795,478,121,8.98,77.28,473.35,3,0,29.49,5.91,Winter,0,0.76,17,32,CAMPAIGN_4,Email,499.19,63.5,184.28,1
CUST_2506,30,Female,USA,Low,Bachelor's,Twitter,276,167,35,9.36,51.29,401.12,13,1,2.35,96.02,Winter,1,-0.32,19,69,CAMPAIGN_4,Social Media,5983.69,34.66,124.46,0
CUST_2507,19,Female,Canada,High,PhD,Instagram,913,292,43,11.11,3.21,396.04,16,1,28.41,15.74,None,0,-0.27,3,63,CAMPAIGN_16,Google Ads,5089.54,26.43,94.61,0
CUST_2508,52,Female,UK,Medium,Bachelor's,Instagram,824,146,58,37.89,10.65,89.59,22,1,57.38,10.88,Summer,0,-0.02,0,53,CAMPAIGN_1,Google Ads,2003.78,49.21,170.22,0
CUST_2509,62,Male,Canada,Low,Bachelor's,Facebook,417,480,167,11.59,49.69,236.19,13,0,8.53,56.49,Winter,1,-0.5,3,48,CAMPAIGN_3,Google Ads,8494.36,73.08,125.45,0
CUST_2510,25,Male,India,Medium,Master's,Instagram,761,203,244,18.45,90.26,61.58,7,0,73.48,35.29,Summer,0,0.11,12,38,CAMPAIGN_16,Social Media,8146.39,37.1,149.13,1
CUST_2511,43,Female,USA,High,PhD,Instagram,742,442,293,21.88,8.95,305.37,1,1,87.91,3.83,Holiday,0,-0.29,1,7,CAMPAIGN_18,TV Ads,9415.76,25.39,169.24,0
CUST_2512,44,Male,Germany,High,High School,Twitter,814,32,121,46.87,49.99,191.52,28,1,59.41,14.38,None,1,-0.89,11,86,CAMPAIGN_20,TV Ads,8854.2,49.85,7.95,0
CUST_2513,55,Female,Germany,High,PhD,Twitter,610,346,178,13.52,74.9,369.45,11,0,47.41,61.74,Holiday,1,0.01,3,47,CAMPAIGN_18,Google Ads,6554.64,86.58,-27.86,1
CUST_2514,29,Male,UK,High,Bachelor's,Facebook,932,429,196,1.29,6.59,397.66,3,1,24.48,80.77,Holiday,1,-0.6,10,64,CAMPAIGN_15,TV Ads,1646.17,12.97,43.39,0
CUST_2515,57,Female,Germany,Medium,PhD,Twitter,750,481,262,17.11,44.77,245.25,10,1,81.65,77.22,Holiday,0,-0.06,9,46,CAMPAIGN_9,Email,4827.77,67.43,9.67,0
CUST_2516,55,Other,USA,High,High School,Instagram,265,114,102,30.51,3.68,428.24,10,0,5.41,26.32,Winter,0,0.16,2,119,CAMPAIGN_6,Email,3285.35,31.92,-44.36,0
CUST_2517,47,Female,India,Medium,PhD,Instagram,467,397,203,20.18,80.75,109.63,29,1,39.31,21.42,Holiday,0,0.47,8,1,CAMPAIGN_9,TV Ads,9868.78,55.09,160.19,1
CUST_2518,18,Female,India,High,Bachelor's,Instagram,935,105,119,26.45,44.2,377.15,23,0,87.95,46.74,Winter,1,0.32,16,16,CAMPAIGN_3,Google Ads,3781.75,50.72,164.64,0
CUST_2519,36,Female,Germany,Low,PhD,Facebook,602,145,282,13.45,43.34,427.66,13,0,48.85,69.84,Winter,1,0.37,9,61,CAMPAIGN_1,Google Ads,3320.89,77.5,188.94,0
CUST_2520,42,Other,USA,High,Master's,Facebook,67,237,279,39.12,25.68,479.42,20,0,7.04,67.57,None,1,0.78,17,89,CAMPAIGN_5,Social Media,6108.11,30.27,1.36,0
CUST_2521,64,Female,India,Medium,PhD,Twitter,299,181,176,12.61,31.32,387.88,8,1,33.82,35.01,Winter,1,-0.56,15,94,CAMPAIGN_18,Social Media,3476.37,65.81,172.09,0
CUST_2522,33,Other,India,High,High School,Facebook,5,344,56,7.75,53.88,420.39,25,0,82.15,70.31,Holiday,0,0.01,4,27,CAMPAIGN_4,Google Ads,1255.26,69.65,177.13,1
CUST_2523,23,Female,UK,High,Bachelor's,Instagram,226,264,24,42.89,93.19,471.68,21,1,75.56,17.12,Summer,1,-0.81,18,46,CAMPAIGN_9,Social Media,7634.51,21.77,154.38,0
CUST_2524,49,Male,India,Low,Bachelor's,LinkedIn,106,156,198,23.92,63.9,269.31,9,0,34.82,49.25,Holiday,0,0.29,5,40,CAMPAIGN_1,Google Ads,5528.82,87.69,-23.34,1
CUST_2525,18,Female,USA,High,Master's,LinkedIn,830,162,62,18.52,40.71,345.35,6,0,0.7,41.13,Holiday,1,0.12,9,83,CAMPAIGN_19,Google Ads,3492.3,55.08,77.9,0
CUST_2526,36,Other,India,High,High School,Instagram,205,467,100,41.7,18.38,393.09,11,1,19.17,75.37,Winter,1,0.64,2,26,CAMPAIGN_6,Social Media,2942.03,54.48,-22.77,0
CUST_2527,24,Male,Canada,High,Master's,Twitter,60,304,244,30.22,25.78,61.14,19,0,69.74,50.46,None,1,-0.24,11,54,CAMPAIGN_9,Google Ads,9963.3,44.57,-48.54,0
CUST_2528,51,Other,UK,High,High School,Instagram,71,466,116,14.41,88.73,247.54,17,1,53.74,63.56,None,1,0.24,5,67,CAMPAIGN_6,Social Media,7852.85,23.84,89.78,1
CUST_2529,43,Male,India,High,PhD,Facebook,118,271,125,11.72,5.86,195.29,16,1,35.84,96.63,Holiday,1,-0.23,4,42,CAMPAIGN_12,Email,9479.66,58.52,52.27,0
CUST_2530,56,Other,UK,Low,Master's,Facebook,387,230,218,49.49,21.49,79.78,4,1,37.72,66.19,None,0,0.45,11,46,CAMPAIGN_5,Email,6254.08,14.56,-9.84,0
CUST_2531,60,Other,India,Low,Master's,Facebook,725,299,170,13.72,38.78,498.35,2,1,15.09,42.83,Winter,1,0.17,14,21,CAMPAIGN_17,Email,5345.75,64.05,174.92,0
CUST_2532,26,Male,Canada,Low,PhD,Facebook,564,258,220,45.66,85.1,10.1,8,1,1.48,61.29,Holiday,1,0.07,6,25,CAMPAIGN_19,Social Media,7609.4,23.33,17.02,1
CUST_2533,59,Other,Canada,Medium,Master's,LinkedIn,477,300,154,9.42,84.98,208.46,26,0,79.41,74.26,Summer,0,-0.36,10,109,CAMPAIGN_5,Email,3014.46,32.28,-11.9,0
CUST_2534,46,Female,Germany,Low,Bachelor's,Facebook,519,29,252,43.35,64.29,273.34,27,0,93.41,67.17,Holiday,1,-0.16,1,52,CAMPAIGN_6,Social Media,3815.18,42.75,60.01,0
CUST_2535,24,Other,India,High,Master's,LinkedIn,280,475,61,47.29,4.85,452.69,9,0,72.17,87.16,Winter,0,-0.1,4,70,CAMPAIGN_8,TV Ads,2094.86,84.87,113.71,0
CUST_2536,34,Male,India,Low,PhD,Facebook,774,412,126,39.76,22.57,8.98,23,1,86.54,90.14,Winter,0,0.79,15,63,CAMPAIGN_8,Google Ads,1062.73,75.18,112.36,0
CUST_2537,20,Other,Germany,Medium,Bachelor's,Facebook,761,371,237,42.06,44.0,327.55,10,0,19.12,1.85,Winter,0,0.85,10,71,CAMPAIGN_14,Social Media,7564.61,35.73,127.62,0
CUST_2538,21,Female,USA,High,High School,Facebook,307,222,30,31.11,58.09,67.69,10,0,52.3,23.46,Winter,1,0.46,6,74,CAMPAIGN_13,Email,8390.67,27.7,36.01,1
